sentence,aspect,sentiment
in the end this is an entertaining sequel with lively animation vibrant visuals intelligent concept important message and lot of heart,animation,1
in the end this is an entertaining sequel with lively animation vibrant visuals intelligent concept important message and lot of heart,visuals,1
in the end this is an entertaining sequel with lively animation vibrant visuals intelligent concept important message and lot of heart,concept,1
in the end this is an entertaining sequel with lively animation vibrant visuals intelligent concept important message and lot of heart,message,1
for a head full of emotion there really is only room for a story about one or two of them,story,0
all in all while inside out 2 ha a good concept and loveable character it is not perfect,character,1
it one of the best thing that ha happened in the 2020s and i hope it a sign of better thing to come and if i say anything more about it then that would just spoil the experience for anybody who hasnt seen it yet or i would just talk about individual scene and moment and then it wouldnt be much of a review,scene,0
inside out 2 is an excellent sequel to inside out,sequel,1
the animator had fun with their individual style at least taking something from the spiderverse film,style,1
the animation wa good and there were some standout scene and moment of comedythe best being the emotion early encounter with one of riley video game crush,animation,1
the animation wa good and there were some standout scene and moment of comedythe best being the emotion early encounter with one of riley video game crush,scene,1
the animation wa good and there were some standout scene and moment of comedythe best being the emotion early encounter with one of riley video game crush,comedy,1
the character are still likable and the pacing keep thing engaging throughout,character,1
the character are still likable and the pacing keep thing engaging throughout,pacing,1
the worldbuilding within riley mind continues to be a standout feature with each emotion realm reflecting it unique characteristic in a visually engaging way,visually,1
the story is rich with metaphor yet always accessible making it a perfect mix of entertainment and deeper emotional theme,story,1
the story is rich with metaphor yet always accessible making it a perfect mix of entertainment and deeper emotional theme,theme,1
while the exploration of teenage anxiety is commendable the plot itself feel a bit predictable,plot,0
however the core message about growing up handling anxiety and navigating teenage emotion resonated well even if the story felt somewhat predictable at time,message,1
however the core message about growing up handling anxiety and navigating teenage emotion resonated well even if the story felt somewhat predictable at time,story,0
if they wrote and more entertaining backdrop for the emotion than her trying to impress high schoolers and make the hockey team it would have been a lot better,backdrop,0
if in the first inside out film the theme wa about toxic positivity and how harmful it can be to mental health in this second film the theme is about excessive anxiety which end up leading the protagonist riley to suffer the attack of panic,theme,0
if in the first inside out film the theme wa about toxic positivity and how harmful it can be to mental health in this second film the theme is about excessive anxiety which end up leading the protagonist riley to suffer the attack of panic,theme,0
perhaps having a male character her brother,character,0
it is just a sign of great storytelling,storytelling,1
pixars recycling in style but given how great the first one wa we cant hold it against them,style,1
it wa a very deep movie it had great character and i felt like the atmosphere of the movie wa fantastic,character,1
the new emotion are great news addition to the cast,cast,1
they could have just had riley suffer enough embarrassment from her awkward transition into the world of high schoolers giving fear gradual reason to become more overbearing until hed taken control of headquarters which would have given an already established character that wa severely underutilized in the first film far more nuance and told the same basic story,character,0
they could have just had riley suffer enough embarrassment from her awkward transition into the world of high schoolers giving fear gradual reason to become more overbearing until hed taken control of headquarters which would have given an already established character that wa severely underutilized in the first film far more nuance and told the same basic story,story,0
this is one sequel i will always cherish my memory on,sequel,1
the only thing holding it back from a higher score is i felt certain plot point were over simplified andor cut corner to keep the movie moving forward,plot,0
imax of this will be good if you can do it quite sure the lung of the actor were well and truly used up on this,actor,1
finally the only time i didnt find myself loving this film and slightly underwhelmed wa in the postcredit scene,scene,0
this film is a story not just of anxiety and adolescense but also of selfactualization,story,1
i am not a fan of modern film with a bunch of character talking in speeded up voice against a rinky tinky music soundtrack but the original film entertained me enough to want to watch the sequel,character,0
i am not a fan of modern film with a bunch of character talking in speeded up voice against a rinky tinky music soundtrack but the original film entertained me enough to want to watch the sequel,soundtrack,0
character developmentone of the standout aspect of inside out 2 is it character development,character development,1
trying to make a sequel is difficult now considering that it is a sequel to a movie a big and beloved a inside out the difficulty becomes much greater i had already heard good thing about this movie before being able to see it for the first time so which i went with high expectation and i am totally happy to say that they were met this movie is better than the first and everything that the previous one doe well this one perfect the story follows an understandable order for small child but the story is also about something what adult and adolescent can empathize with is seeing how a girl ha to grow and go from being a little girl to being a young teenager bringing problem such a old age which is the villain of the movie this movie know how to tell,story,1
trying to make a sequel is difficult now considering that it is a sequel to a movie a big and beloved a inside out the difficulty becomes much greater i had already heard good thing about this movie before being able to see it for the first time so which i went with high expectation and i am totally happy to say that they were met this movie is better than the first and everything that the previous one doe well this one perfect the story follows an understandable order for small child but the story is also about something what adult and adolescent can empathize with is seeing how a girl ha to grow and go from being a little girl to being a young teenager bringing problem such a old age which is the villain of the movie this movie know how to tell,story,1
content collapsed,content,0
8 overall a pretty good movie that accurately show the pubescent mind changing emotion in a beautifully vibrant way but is a step back from it predecessor a they introduce too many new idea and do not do a good job explaining them,idea,0
the human model move and animate much more realistically compared to the first film,model,1
but where inside out 2 really shine is in it character,character,1
the demo day scene wa great but that could have been an ongoing theme rather than a brief section then hq wa largely straight again,theme,0
it heartfelt narrative and imaginative concept make inside out 2 a cinematic triumph resonating with both child and adult,narrative,1
it heartfelt narrative and imaginative concept make inside out 2 a cinematic triumph resonating with both child and adult,concept,1
the voice acting is done brilliantly particularly by amy poehler a joy lewis black a anger liza lapira a disgust and ofcourse maya hawke a anxiety,voice acting,1
and what i criticize the most 60 of the story ha just been copied from the previous film riley emotion mate are puzzling through the labyrinth of her brain to head back to the control tower,story,0
the visuals are stunning and impressive,visuals,1
anger ha some fun along the way and there is the odd comedy oneliner from the laconic ennui but it just didnt resonate with me at all,comedy,0
the aesthetic the visually beautiful use of color the humor including the slaptick type all surge naturally from the core idea and come naturally from it and everything work together to form another pixar masterpiece,aesthetic,1
the aesthetic the visually beautiful use of color the humor including the slaptick type all surge naturally from the core idea and come naturally from it and everything work together to form another pixar masterpiece,color,1
the aesthetic the visually beautiful use of color the humor including the slaptick type all surge naturally from the core idea and come naturally from it and everything work together to form another pixar masterpiece,humor,1
the aesthetic the visually beautiful use of color the humor including the slaptick type all surge naturally from the core idea and come naturally from it and everything work together to form another pixar masterpiece,idea,1
sight sound pixar animation always delivers,sound,1
since it is a story written by merging human emotion nothing is very difficult,story,1
a always pixar ha nailed the braintickling animation resulting in one and a half hour of pure visual delight and storytelling magic,visual,1
a always pixar ha nailed the braintickling animation resulting in one and a half hour of pure visual delight and storytelling magic,storytelling,1
a always pixar ha nailed the braintickling animation resulting in one and a half hour of pure visual delight and storytelling magic,animation,1
it essentially inside out again with an almost equally impactful emotional core,core,1
the animation itself is bright and beautiful the highlight of the movie,animation,1
the animation is great and even some of the character are given their own animation style,animation,1
the animation is great and even some of the character are given their own animation style,character,1
the animation is great and even some of the character are given their own animation style,style,1
and did i mention how the music is used,music,0
i wa honestly surprised at how good the story wa,story,1
if u am honest the last good movie from pixar wa soul 2020 after that the film just too safe and plot is too basic in my opinion,plot,0
both animating and voice acting are great and the animation properly show the confusion and disorder of a teenage girl mind,animating,1
both animating and voice acting are great and the animation properly show the confusion and disorder of a teenage girl mind,voice acting,1
both animating and voice acting are great and the animation properly show the confusion and disorder of a teenage girl mind,animation,1
metaphor like brainstorm the idea bulb neuron lightning the back of the mind the sense of self the belief system the stream of consciousness future imagination and the panic attack are all praiseworthy,metaphor,1
with an open ending and a clear lesson there are thing that make u angry others that bring u happiness some that cause u sadness and sometimes we feel envy or worry excessively about the future,ending,1
with an open ending and a clear lesson there are thing that make u angry others that bring u happiness some that cause u sadness and sometimes we feel envy or worry excessively about the future,lesson,1
i loved the inclusion of the new emotion and character and they made for an interesting and welcoming plot twist,character,1
i loved the inclusion of the new emotion and character and they made for an interesting and welcoming plot twist,plot twist,1
the best part of this sequel is amy poehlers phenomenal voice acting,voice acting,1
and in my opinion thats always a sign of a good sequel,sequel,1
the soundtrack is also delightful complementing the whimsical nature of the film,soundtrack,1
animation i need not to tell,animation,1
the first and most obvious thing about the film is it animation quality,animation,1
the theme wa very poignant,theme,1
i thought the second installment of the inside out universe wa very well done overall and i would definitely be interested in future film if they decided to make more i would just hope that the main plot between the emotion would vary a bit more,plot,0
the story is good,story,1
overall it is a decent animated drama which you should give a try,drama,1
super bad animation,animation,0
twelve year ago the animation looked like real animation,animation,0
couldnt connect at all with the script and creation,script,0
it a similar disaster like adventure of buck wild they ruined an interesting character back then they are ruining another now,character,0
the first part is a masterpiece to compare with this the graphic is strange no simpathy to ugly and grotesque personage,graphic,0
the plot itself is very poor look like chip hollywood blockbuster of 90,plot,0
the issue is that there 10 different animation style in one movie some is 2d some is 3d,animation,0
in my opinion the pace is very tiring too it action scene after action scene and very little of substance in between,pace,0
the story could have worked but there way too much going on,story,0
unfortunately the structure of the story line maybe too many character to fit meant we couldnt get into it,story,0
unfortunately the structure of the story line maybe too many character to fit meant we couldnt get into it,character,0
very few funny scene and most of them were lofted from the previous movie,scene,0
the bad storyline wa a mishmash,storyline,0
too many character and not going into any character or the cause of any action deeply,character,0
i thought the story wa weak the ramming home of life message heavyhanded and the animation wa like something from a cheap early morning cartoon,story,0
i thought the story wa weak the ramming home of life message heavyhanded and the animation wa like something from a cheap early morning cartoon,message,0
i thought the story wa weak the ramming home of life message heavyhanded and the animation wa like something from a cheap early morning cartoon,animation,0
it like going backwards and making animation deliberately bad,animation,0
it not an issue that the wolf the most seemingly intriguing character among all barely had a screentime the issue is that they waste that screentime on character that have no importance to the story or connection to the main character other that being an obstacle to reach the star when they couldve given it to the wolf or some more worthy character,character,0
they have their own backstories which dont play a huge role in the movie or enough to make me give a damn about them,backstories,0
the importance of the backstories last for only couple of minute,backstories,0
the rest of the character screentime is filled with quarrel and dialogue that dont reveal any depth to them than we already know,character,0
big jack horner ha a disturbing ugly design and aura together with his baker or pastry chef and i dont see the greatness in him a a villain except that he want power and he doesnt care if people die but there are so many villain like that and they are labelled a evil for the sake of being evil,design,0
big jack horner ha a disturbing ugly design and aura together with his baker or pastry chef and i dont see the greatness in him a a villain except that he want power and he doesnt care if people die but there are so many villain like that and they are labelled a evil for the sake of being evil,villain,0
all conflict about it is immediately solved between the family with such quick positive response from her bear mom i knew this wasnt going to last,conflict,0
ive seen all shreks movie and pus in boot the last wish doesnt have their spirit either in script or animation which is by the way psychedelic not fairytalelike,script,0
ive seen all shreks movie and pus in boot the last wish doesnt have their spirit either in script or animation which is by the way psychedelic not fairytalelike,animation,0
it sad and i will not agree that animation ha progressed,animation,0
story within a nursery rhyme the plot doesnt make sense,plot,0
meaning the action happens so quickly it impossible to determine whats going on,action,0
my guess a to why it happens in this movie is because the action doesnt make sense,action,0
the animation lack sincerity a some of the new character are drawn in nonsensical way,animation,0
the animation lack sincerity a some of the new character are drawn in nonsensical way,character,0
the story is meh,story,0
the animation made it difficult and unpleasant to watch,animation,0
the fight scene were choppy,scene,0
this is just a rehash of flying flippingflopping with little or no plot,plot,0
also the animation is different than the first one and it just wasnt doing it for me,animation,0
my wife and i went to see this film with our son today and were expecting a light hearted movie with good humour but were shocked at how dark it wa not just theme but scene after scene,theme,0
my wife and i went to see this film with our son today and were expecting a light hearted movie with good humour but were shocked at how dark it wa not just theme but scene after scene,scene,0
and i dont blame him not only did we all find it dark but the joke werent funny either,joke,0
the animation is so badly done it ruin the entire story,animation,0
the plot is forgettable some poor voice acting from some of the character,plot,0
the plot is forgettable some poor voice acting from some of the character,voice acting,0
it is cringy creepy unfunny and with weak creativity about it character,character,0
the plot is too childish the villain is some fat guy with a small head,plot,0
idky it had an ok plot not super original but not a completely remake of anything,plot,0
boring redemption story done multiple time,story,0
there is no hidden meaning the character dont have an ark they are bad and with a wag of the tail they are suddenly good,character,0
i am giving it 3 star for the animation,animation,0
predictable twist,twist,0
unlikeable character,character,0
very little humour that worked,humour,0
it a much worse zootopia it even ha the same plot twist that wa in zootopia too,plot,0
a much a i drink a lot from the zootopia source i found all the character in this film so uncharismatic unlike that film where even the extra are charismatic,character,0
no catchy music,music,0
the real bad guy here werent mr wolf and company but the people behind this film the people that thought making and relseasing such a boresome film with a plot that make you laugh not in a good way a set of paperthin character and a plethora of undeserved forced twist is a good idea,character,0
the real bad guy here werent mr wolf and company but the people behind this film the people that thought making and relseasing such a boresome film with a plot that make you laugh not in a good way a set of paperthin character and a plethora of undeserved forced twist is a good idea,twist,0
the character range from forgettable to annoying,character,0
the story is very generic but still executed poorly,story,0
the pacing of the story after the first section is also incredibly funky and it really feel like the movie wa forced into fast forward mode from some reason,pacing,0
and the ending is both very bad and very rushed,ending,0
however everything pale in comparison to the one character who singlehandedly made a bad movie hilariously awful the mayor,character,0
grossfreaking joke of a character,character,0
poor voice choice for character very generic bland,character,0
animation quality just average,animation,0
it is full of juvenile fart and butt joke yet not a single joke that could be enjoyed by anyone above the age of 12,joke,0
for a movie thats supposed to be a comedy i didnt even chuckle once let alone laugh out loud and an unfunny comedy is always a pain to watch,comedy,0
the premise of the world is also super confusing,premise,0
here you have to sit through the whole predictable plot,plot,0
the concept about squid octopus and mermaid in the underwater kingdom living in a modern environment is pretty interesting but the narrative really doesnt take any full creativity with it concept a it feel really uninspired and bland for the most part,narrative,0
the character really werent interesting and the dialogue provided wa clunky and sometimes cringeworthy,character,0
the use of pop song and it soundtrack wa pretty annoying the tone go quite all over the place and the humor is pretty inconsistent,song,0
the use of pop song and it soundtrack wa pretty annoying the tone go quite all over the place and the humor is pretty inconsistent,soundtrack,0
the use of pop song and it soundtrack wa pretty annoying the tone go quite all over the place and the humor is pretty inconsistent,tone,0
the use of pop song and it soundtrack wa pretty annoying the tone go quite all over the place and the humor is pretty inconsistent,humor,0
the story wa soso with predictable plot line few memorable humorous moment and an over color scheme that felt much too dark for a kid movie,story,0
the story wa soso with predictable plot line few memorable humorous moment and an over color scheme that felt much too dark for a kid movie,plot,0
the story wa soso with predictable plot line few memorable humorous moment and an over color scheme that felt much too dark for a kid movie,color,0
while the character are fun and the premise is decent think the character of luca meet the family struggle of turning red the film just lacked much connection to anything happening in the story,story,0
the animation wa super basic and not interesting either,animation,0
plot wa mid overall with nothing new to add and the twist villain wasnt a twist at all,plot,0
the plot fell into the unfortunate trap that is modern writing leaving the character to be flat reused trope that weve seen too often already in recent year,plot,0
the plot fell into the unfortunate trap that is modern writing leaving the character to be flat reused trope that weve seen too often already in recent year,character,0
they spoiled the whole story with the trailer exposed the plot twist,story,0
they spoiled the whole story with the trailer exposed the plot twist,plot,0
uninteresting character,character,0
joke not funny,joke,0
character speaking dialog like theyre hypedup on red bull never make what they say funny,character,0
the way the character are drawn in a style along the line of wallace and gromit but without charm or whimsy,character,0
fonda is suitably hammy but shes given little to do besides explaining the plot tiresome backstory,backstory,0
it one of the worst animated film ive ever seen and probably the worst movie dreamworks animation ever released,animation,0
it really feel like a lot of the cinematic scene the pretty scene that dont really do anything were just copy and pasted from luca eg the scene where luca and alberto are swimming toward porto rosso and popping up above the water but luca skid against the surface almost the exact same thing happens in this movie with ruby surfacing and oops teehee im so clumsy in my new sea body doe the exact same,scene,0
the animator who worked on this movie get all the credit because it is a very pretty movie but the story is boring and flat with a distracting use of pop music,story,0
the animator who worked on this movie get all the credit because it is a very pretty movie but the story is boring and flat with a distracting use of pop music,music,0
it the cliché story of a main character that make dump decision because their parent didnt tell them the full story of why they have a rule of staying away from the ocean we gotta have conflict or no movie but i just wish they had chosen a more interesting angle surrounding the mythos of a beast like the krakenthe movie end with tv series bait hinting at fun adventure battling kiju but after this i wouldnt even have a show with this run in the background,character,0
but the very worst part our young heroine sound like an idiot which im noticing in more and more kid movie,heroine,0
like i wish i were in the room with the people who put this together to tell them to stop what theyre doing a maybe work on madagascar 4 or something instead cuz this wa just an original story that weirdly enough didnt turn out to be very original,story,0
so id say to skip this one and for future artist to never revisit this korger commercial animation style ever again,animation,0
because the male one almost never appear and none of them stand out or add any real value to the story,story,0
most of the character presented have no depth whatsoever and end up taking the role of stereotypical prop to narrate the plot or to be a comic relief,character,0
most of the character presented have no depth whatsoever and end up taking the role of stereotypical prop to narrate the plot or to be a comic relief,plot,0
despite having a visually appealing animation it plot fall incredibly flat and shallow with a narrative that explains itself too often and a predictable unsatisfactory anticlimactic conclusion,plot,0
despite having a visually appealing animation it plot fall incredibly flat and shallow with a narrative that explains itself too often and a predictable unsatisfactory anticlimactic conclusion,narrative,0
i understand it a movie targeted to a younger audience but still that doesnt justify the fact that it recycled and ha dissapointing writing and storytelling,storytelling,0
it try to tackle complex topic that would be better suited for a more mature audience but fall flat,topic,0
first of all the character were mediocre and not all that special for a film like this,character,0
so first they remade ariel a the villian and the humor is worse than mr clean hairline,humor,0
ruby wa the most annoying character and her design wa so mid that it made me cry whenever she wa on screen which wa 95 of the movie,character,0
ruby wa the most annoying character and her design wa so mid that it made me cry whenever she wa on screen which wa 95 of the movie,design,0
gordon and all her friend but trevin were annoying and the character design were bad,character,0
it an aggregation of disjointed storyline that barely have anything to do with each other with some obviously added because they had to fill time,storyline,0
i actually get the sense that nobody wa working off of a single story board but rather were each working off of his or her own storyboard hoping that at some point a grownup would direct them to pull it all together into something that could be considered a narrative,story,0
this is not a narrative,narrative,0
it is disjointed predictable with humdrum dialogue and with the only adult smile coming from completely inappropriate reference including one to wedding night bondage and domination,reference,0
the plot sucked overall too,plot,0
oh and like half of the main character from the first movie get about 3 second on screen so rip to them i guess,character,0
this film however carried far too much in the way of it overall message a mixture of extreme optimism pummelled with negativity,message,0
the effect and overall animation are impressive but let down by an ultra negative drawn out storyline,storyline,0
there are two occasion where the troll experience an acid trip and an instance where the youngest character is bleeped out with a swearword,character,0
it felt cheap and underwhelming i imagine the writer acting like young immature adult flying back in their chair with uncontrollable childish laughter a they read out the script,script,0
i agree child should learn that there are depraved member of society but the plot is essentially poorly written and felt more like a desensitisation brain washing program rather than your traditional good v bad plot,plot,0
so much of the content in this third movie is completely inappropriate for young child,content,0
entirely too many sexual reference which have no place in a film like this,reference,0
seriously why all the unnecessary adult content,content,0
implying a hungover character,character,0
a straight up demonic character that transported them through a portal,character,0
character talking about being promiscuous while abroad,character,0
the story is simple but unlike the previous troll movie i found it to be pretty boring and unspecial a the narrative doesnt really offer much and contains uninteresting character,story,0
the story is simple but unlike the previous troll movie i found it to be pretty boring and unspecial a the narrative doesnt really offer much and contains uninteresting character,narrative,0
the story is simple but unlike the previous troll movie i found it to be pretty boring and unspecial a the narrative doesnt really offer much and contains uninteresting character,character,0
even though i wasnt very big on the first troll movie i found the story to at least be interesting but this one wasnt at all,story,0
the musical soundtrack pop song and singing were pretty obnoxious a some of the songwriting and signing is pretty bad,soundtrack,0
the musical soundtrack pop song and singing were pretty obnoxious a some of the songwriting and signing is pretty bad,song,0
a mentioned none of the character were really memorable which made it difficult to believe a single word from them since their dialogue is pretty clunky,character,0
the us of humor are pretty inconsistent and the tone go all over the place,humor,0
the us of humor are pretty inconsistent and the tone go all over the place,tone,0
it continues with a bunch of sexual reference drug reference to the point it felt really awkward to me a an adult,reference,0
the movie is packed with materialismconsumerism and just horrible reference for kid,reference,0
so many character were introduced but were never fully explained or developed which made the story hard to follow and comprehend,character,0
so many character were introduced but were never fully explained or developed which made the story hard to follow and comprehend,story,0
too many competing theme for any of them to shine through again making the movie hard to comprehend,theme,0
the character say extremely inappropriate thing for a film directed at child,character,0
the content wa clearly not designed for kid inappropriate joke acting like a binki is drug talking about having way to many suitor and more,content,0
the content wa clearly not designed for kid inappropriate joke acting like a binki is drug talking about having way to many suitor and more,joke,0
the song just repeated all film and way too many new character preventing the kid from enjoying there favorite character plus voice of other favorite were replaced,song,0
the song just repeated all film and way too many new character preventing the kid from enjoying there favorite character plus voice of other favorite were replaced,character,0
just leave brozone and burgena all associated character in the trash and bring viva and nsync back to troll world with the original voice of the trollsand please leave out the 3 eyed demon thing,character,0
watched it with my younger sibling and there were a lot of hidden drug reference and sexual joke,reference,0
the last song do it better pretty much referenced being high and having sex,song,0
the character didnt even have their normal personality in this they are all kinda sexualized,character,0
my kid are 13 and 6 and let just say that the adult humor didnt go over my teen head,humor,0
way too many inappropriate joke and suggestive language between the character,joke,0
it really just random scene spliced together with too many character too many random storyline and random song on top,scene,0
it really just random scene spliced together with too many character too many random storyline and random song on top,character,0
it really just random scene spliced together with too many character too many random storyline and random song on top,storyline,0
it really just random scene spliced together with too many character too many random storyline and random song on top,song,0
all the song talking animation is just over stimulating and becomes tiring,song,0
all the song talking animation is just over stimulating and becomes tiring,animation,0
also there too many drug reference for a kid movie,reference,0
i love when there something in it for adult that kid wont understand but the pacifier drug influenced animation and then the main storyline of using a substance to enhance their talent is really poor form not suitable for young kid,storyline,0
right away it talk about having multiple partner drunkness us song with questionable lyric drug they use a sucker a if it is a drug that need to be hidden tiny diamond us a swear word and they bleep it out letting the audience know what he wa basically saying,song,0
the language and tone being used is awful for young child,tone,0
the plot is weak,plot,0
foul language inapropriate joke,joke,0
the song and vocal failed to impress possibly due to overuse of autotune resulting in a lackluster performance,song,0
the attempt at humor fell flat failing to resonate or even be noticeable,humor,0
additionally the storyline wa foreseeable,storyline,0
most of the joke were just so unfunny and so forced,joke,0
the worst thing about this movie are the nonstop drug reference it wa just crazy how many constant reference there were,reference,0
the music wa quite good but overused and nonstop which got quite annoying at time,music,0
the antagonist in this movie were absolutely laughable and a poor attempt on the writer part,antagonist,0
i know it a movie about troll but come on they couldve tried to have a genuine story here that people could relate to and give a crap about,story,0
at least the next movie that ill watch for free is the new willy wonka movie hopefully that one actually ha a storyline that is good,storyline,0
i think the one huge thing that they overlooked is that kid do not care about old boybands at all so all of the reference went over their head and the story itself wa kind of forgettable,reference,0
i think the one huge thing that they overlooked is that kid do not care about old boybands at all so all of the reference went over their head and the story itself wa kind of forgettable,story,0
if this wa meant to entertain adult the lame sexual innuendo and drug reference just felt lazy and forced,reference,0
it didnt have a strong story and no real message other than having sibling is great if you magically have the same personality like poppy and her conveniently new found sister,story,0
it didnt have a strong story and no real message other than having sibling is great if you magically have the same personality like poppy and her conveniently new found sister,message,0
im so disappointed all of the character were so dumb and the adult joke were disgusting there were so many character in this that didnt look like troll at all and i loved in the last two movie that there werent any nontroll character,character,0
im so disappointed all of the character were so dumb and the adult joke were disgusting there were so many character in this that didnt look like troll at all and i loved in the last two movie that there werent any nontroll character,joke,0
the color arent even bright enough branch look so grey,color,0
i walked out because there are so many ridiculous joke and too much passive aggressive information in the movie that i cant believe they put in,joke,0
not by adding all of those message you are trying to send out nor those inappropriate joke,message,0
not by adding all of those message you are trying to send out nor those inappropriate joke,joke,0
the story is boring,story,0
the storyline is just scratching the surface on the issue in this movie,storyline,0
the adult joke stink like really bad,joke,0
im not sure anyone would be able to let out a chuckle about bondage play with character a visually displeasing a the bergen,character,0
apart from that the majority of the cast is either completely insufferable or completely forgettable,cast,0
it also weird how branch entire character arc in the first movie ha essentially been thrown out the window a he still maintains his grumpy persona for a large amount of the movie,character,0
the rest of the cast is pretty forgettable just plot device used to move the story along,cast,0
the number of inappropriate joke theyre fairly crass and seem to be there for shock value rather than humor and offputting comment made in the wedding scene alone shocked me for a movie aimed at child,joke,0
maybe it okay a an adult cartoon but dont use a childrens franchise and character for that,character,0
wouldnt recommend to anyone we walked out of the theater after the joke about being surprised they were both tied up on their honeymoon,joke,0
the story is all over the place it barely had any to be honest and there zero focus on any character development,story,0
the story is all over the place it barely had any to be honest and there zero focus on any character development,character,0
it definitely had potential thats for sure but they just went overboard with odd joke and crazy character,joke,0
it definitely had potential thats for sure but they just went overboard with odd joke and crazy character,character,0
my kid were checked out before the end of the movie and had more fun pointing out plot hole and calling out basic conceptual issue than just trying to watch what should have been climax of the film,plot,0
my kid were checked out before the end of the movie and had more fun pointing out plot hole and calling out basic conceptual issue than just trying to watch what should have been climax of the film,climax,0
it wa going good until the daughter showed up making the story cringe and less sense,story,0
the near end of the story line wa so bad it wa laughable but it made my blood boil with this horrible storyline,story,0
i hated how you just added a time machine so randomly in the story,story,0
however the near ending felt like last minute,ending,0
an overly expository narrative this film is constantly telling people what they are seeing onscreen rather than letting event play out on screen,narrative,0
the animation is rather stiff and a bit on the conservative side,animation,0
thing like arc of motion are stifled and there is not much in the way of exploring the medium of animation itself,arc,0
it not a story that is actually a story,story,0
the main character wasnt likeable in fact none of the character were with perhaps the exception of the dark,character,0
i know the idea is that the kid overcame his anxiety but he just seemed to make everyone else seem rubbish them for some reason they all liked him i didnt,idea,0
we were shocked by some of the scene,scene,0
none of the character were likeable apart from maybe dark,character,0
the storyline felt all over the place and wa hard for my child to follow,storyline,0
this story kept getting more and more convoluted,story,0
a fever dream of fear scattered plot line uncomfortable thought and situation,plot,0
it a very bad modern take on little monster without the humor the heart or anything else really,humor,0
the music didnt fit the night entity were all rainbowbrite color and i couldnt stop staring at dark disgusting chin pubes,music,0
halfway through it loses any possible credibility and nosedive into strange insecure feeling weird character arc murderdeath scenery quitter and fear,character,0
the plot skipped back and forth until it dissolved to a blur of questionable purpose,plot,0
since when ha kid animation become a window to corrupt the soul in of a child,animation,0
the film essence seems shrouded in mystery not so much due to an intriguing plot but rather because it challenging to discern what the plot actually is,plot,0
wheres the innovation or the captivating darkness that could have woven a compelling narrative,narrative,0
the lack of a clear storyline a gripping concept or even a basic understanding of what the movie aim to be leaf much to be desired,storyline,0
the lack of a clear storyline a gripping concept or even a basic understanding of what the movie aim to be leaf much to be desired,concept,0
it a stark reminder that the essence of animation lie not just in stunning visuals but in storytelling that resonates captivates and above all entertains,animation,0
it a stark reminder that the essence of animation lie not just in stunning visuals but in storytelling that resonates captivates and above all entertains,storytelling,0
bringing up these theme for young kid just isnt necessary in a movie and im kind of tired of these mature theme being put into movie to try teach our kid about thing that parent should be taking care of not bad story writer,theme,0
there are at least 3 different story line in this movie,story,0
we dont even enjoy potty humor,humor,0
i even think the animation wa mediocre,animation,0
there wasnt a lot of thought or creativity that went into most of the character design and personality,character,0
none of the character ar interesting or more than one dimensional the movie stretch for far too long and just keep getting more and more convoluted where it really didnt need to be because there is no pay off,character,0
the first third show potential offering some decent moment but the middle portion drag with mediocrity and the final act becomes downright problematic,act,0
the storyline feel increasingly forced a though the writer cornered themselves into convoluted uninspired plot point,storyline,0
the storyline feel increasingly forced a though the writer cornered themselves into convoluted uninspired plot point,plot,0
the story jump around way too much for it to actually make sense,story,0
making the entire story seem pointless,story,0
the animation of certain thing are terrible almost like it not finished rendering,animation,0
the end seemed lazy and like they had made that much of a mess of the storyline it wa the only way to end it,end,0
the character design suck,character,0
the music is ok but still weak,music,0
the structure of the story suck,story,0
write a story that lack the uniqueness and charm of what made the previous one amazing,story,0
have new but uninteresting and annoying character be given screen time and be provided with some really annoying voice performance,character,0
have new but uninteresting and annoying character be given screen time and be provided with some really annoying voice performance,voice,0
it obvious there is talent and passion behind this movie but the uninteresting narrative and missing charm and energy really fails to make it good,narrative,0
some of the lighting and presentation feel cheap the direction is odd the atmosphere is solid and some of the pacing moment were a bit uneven,pacing,0
they exchanged the furious five for a new character with a pixarish design that doesnt fit into the universe at all,character,0
some of the more important event to the overall story of kung fu panda like tai lung retribution were glanced over which wa a complete joke and made no sense,story,0
also all of the villain just coming back into the spirit realm without fighting back wa really out of character,villain,0
storyline wa is cheap same with character this is the reason why furious five is not in this movie at all,storyline,0
storyline wa is cheap same with character this is the reason why furious five is not in this movie at all,character,0
this movie is inferior to the other kung fu panda mvoies in literally every conceivable way from the action to the character to the very heart of the story or should i say lack thereof,action,0
this movie is inferior to the other kung fu panda mvoies in literally every conceivable way from the action to the character to the very heart of the story or should i say lack thereof,character,0
this movie is inferior to the other kung fu panda mvoies in literally every conceivable way from the action to the character to the very heart of the story or should i say lack thereof,story,0
awkwafina is a horrific actress a per usual and her character is so viciously unlikeable,character,0
without spoiler her character role in the story is genuinely infuriating,character,0
the villain is so completely underdeveloped with no real backstory no coherent motive the writer couldnt even bother to give her a name,villain,0
the villain is so completely underdeveloped with no real backstory no coherent motive the writer couldnt even bother to give her a name,backstory,0
there is zero growth or change and the character you have come to love in this franchise dont even make any important impact on the plot,character,0
